ord__Motivation_Level,ord__Parental_Involvement,ord__Access_to_Resources,ord__Teacher_Quality,num__Hours_Studied,num__Attendance,num__Previous_Scores,num__Tutoring_Sessions,num__Total_Dedication
2.0,1.0,2.0,0.0,-0.8315984697138568,-0.434712758209308,-0.6990751771735045,-0.4014114235676847,-0.8847272316780602
1.0,2.0,1.0,1.0,-2.335360294263844,-0.9542014954030069,1.3149172673043283,-0.4014114235676847,-2.2139496384408655
1.0,2.0,1.0,2.0,0.3379940604916889,-0.08838693341350874,-0.8379712078271482,-0.4014114235676847,0.26128308526371175
2.0,2.0,1.0,2.0,-1.1657677640582984,0.1713574351833407,-1.324107315114901,0.40903557216346226,-0.995028387794805
1.0,2.0,0.0,2.0,0.3379940604916889,-1.3005273201988061,0.48154108338246654,0.40903557216346226,-0.3145263398881086
0.0,1.0,1.0,1.0,0.5050787076639097,-1.2139458639998564,0.06485299142153556,-0.4014114235676847,-0.1500093612733027
1.0,2.0,2.0,1.0,-2.836614235780506,1.3834978219686382,-1.1157632691344355,0.40903557216346226,-2.449508039639337
0.0,1.0,2.0,1.0,-0.33034452819719434,0.25793889138229054,-0.6990751771735045,1.2194825678946093,-0.19487762816825008
1.0,0.0,0.0,1.0,0.8392480020083513,-0.6078756706072076,-0.42128311586621725,1.2194825678946093,0.42393055275789415
2.0,0.0,2.0,2.0,-0.9986831168860775,-0.9542014954030069,-0.9074192231539701,-0.4014114235676847,-1.181979499857084
1.0,2.0,0.0,0.0,-1.1657677640582984,1.5566607343665377,-1.324107315114901,-0.4014114235676847,-0.6061700747052642
0.0,1.0,1.0,2.0,-0.6645138225416359,0.1713574351833407,-1.324107315114901,-1.2118584192988318,-0.5351286521215983
0.0,0.0,1.0,0.0,0.3379940604916889,-0.0018054772145589292,-0.5601791465198609,0.40903557216346226,0.30241232991741296
0.0,2.0,1.0,1.0,-0.8315984697138568,-1.387108776397756,-1.1157632691344355,-1.2118584192988318,-1.193196566580821
1.0,1.0,1.0,0.0,2.0088405322138967,0.51768325997914,0.13430100674835738,0.40903557216346226,2.1569673615752225
1.0,2.0,1.0,2.0,0.6721633548361304,-0.2615498458114084,-1.2546592997880792,1.2194825678946093,0.4669293085322185
1.0,1.0,0.0,1.0,-0.16325988102497352,-0.3481313020103582,-0.6296271618466828,0.40903557216346226,-0.2883531841993897
0.0,2.0,2.0,0.0,1.6746712378694553,1.7298236467644375,1.037125205997041,-1.2118584192988318,2.620606119489675
1.0,0.0,0.0,1.0,0.5050787076639097,0.34452034758124034,-0.0740430392321081,1.2194825678946093,0.623968242664533
2.0,1.0,1.0,1.0,-1.3328524112305191,-0.6944571268061575,0.8982291753433975,0.40903557216346226,-1.3726696341606088
1.0,0.0,1.0,2.0,2.175925179386118,0.7774276285759895,1.6621573439384376,0.40903557216346226,2.502826918890439
1.0,2.0,2.0,1.0,-0.16325988102497352,-0.8676200392040571,-0.8379712078271482,-0.4014114235676847,-0.5014774519503881
1.0,1.0,2.0,1.0,-0.4974291753694151,-1.3005273201988061,0.273197037402001,-1.2118584192988318,-0.9221174540905159
1.0,2.0,2.0,1.0,1.5075865906972346,1.7298236467644375,0.9676771906702193,0.40903557216346226,2.4336550074273955
1.0,1.0,0.0,2.0,0.5050787076639097,0.9505905409738891,-0.2823870852125736,2.840376559356903,0.9249595330848024
1.0,1.0,2.0,1.0,0.8392480020083513,0.1713574351833407,-1.4630033457685447,-1.2118584192988318,0.8445705548980224
1.0,0.0,2.0,1.0,-1.3328524112305191,-0.8676200392040571,-1.5324513610953665,0.40903557216346226,-1.4175379010555562
2.0,1.0,0.0,2.0,0.5050787076639097,0.9505905409738891,1.5927093286116158,-1.2118584192988318,0.9249595330848024
1.0,2.0,1.0,1.0,1.6746712378694553,0.34452034758124034,-0.21293906988575176,1.2194825678946093,1.7232407815907345
2.0,1.0,0.0,2.0,-0.4974291753694151,1.470079278167588,-0.14349105455892994,-0.4014114235676847,0.09489659552828247
0.0,1.0,1.0,1.0,-0.9986831168860775,0.08477597898439089,-0.14349105455892994,-0.4014114235676847,-0.8679016315924551
0.0,1.0,1.0,2.0,1.173417296352793,0.1713574351833407,0.8287811600165756,0.40903557216346226,1.1511703786801597
1.0,1.0,1.0,1.0,-1.4999370584027398,-1.387108776397756,-0.6296271618466828,0.40903557216346226,-1.6717914134602556
0.0,1.0,1.0,1.0,-1.8341063527471815,-1.3005273201988061,0.8982291753433975,-0.4014114235676847,-1.894263236814368
0.0,1.0,2.0,1.0,-0.33034452819719434,-0.6078756706072076,-0.21293906988575176,-0.4014114235676847,-0.5313896298803524
1.0,1.0,2.0,1.0,0.8392480020083513,1.5566607343665377,-1.67134739174901,-1.2118584192988318,1.592375003147139
2.0,2.0,1.0,1.0,0.8392480020083513,1.6432421905654877,1.5232613132847939,-1.2118584192988318,1.639112781162709
1.0,1.0,0.0,1.0,2.175925179386118,-0.7810385830051073,-1.0463152538076137,-1.2118584192988318,1.3923373132405004
1.0,1.0,2.0,1.0,0.17090941331946807,0.6908461723770396,1.2454692519775066,2.029929563625756,0.4669293085322185
2.0,1.0,2.0,1.0,-0.8315984697138568,-1.2139458639998564,-1.0463152538076137,0.40903557216346226,-1.1371112329621371
1.0,1.0,1.0,1.0,0.17090941331946807,0.7774276285759895,1.6621573439384376,-1.2118584192988318,0.5061890420652972
1.0,1.0,2.0,1.0,-0.33034452819719434,1.3834978219686382,1.1760212366506848,0.40903557216346226,0.24258797405748356
0.0,0.0,1.0,2.0,-0.6645138225416359,0.25793889138229054,1.1760212366506848,0.40903557216346226,-0.5052164741916336
1.0,1.0,2.0,1.0,-0.8315984697138568,1.3834978219686382,0.7593331446897538,0.40903557216346226,-0.29583122868188105
2.0,2.0,2.0,2.0,0.3379940604916889,-1.4736902325967058,-1.5324513610953665,1.2194825678946093,-0.39678482919551167
2.0,1.0,2.0,1.0,0.17090941331946807,0.1713574351833407,-0.6296271618466828,1.2194825678946093,0.23137090733374638
0.0,1.0,1.0,1.0,-0.33034452819719434,1.1237534533717888,0.06485299142153556,0.40903557216346226,0.14163437354385294
1.0,0.0,0.0,2.0,0.17090941331946807,-0.8676200392040571,0.6204371140361101,-0.4014114235676847,-0.23974589506319713
1.0,1.0,1.0,1.0,-0.4974291753694151,1.0371719971728388,0.273197037402001,-0.4014114235676847,-0.06401184972465444
0.0,2.0,1.0,1.0,1.6746712378694553,-1.387108776397756,0.41209306805564466,1.2194825678946093,0.6015341092170593
0.0,2.0,0.0,1.0,-0.16325988102497352,1.2969163657696883,-1.1852112844612572,0.40903557216346226,0.38654033034543844
0.0,1.0,1.0,2.0,-1.1657677640582984,-1.4736902325967058,-0.14349105455892994,0.40903557216346226,-1.4567976345886346
1.0,1.0,1.0,1.0,0.17090941331946807,0.34452034758124034,1.5927093286116158,-1.2118584192988318,0.30989037439990397
1.0,1.0,0.0,0.0,0.5050787076639097,0.25793889138229054,-0.5601791465198609,1.2194825678946093,0.5809694868902087
1.0,1.0,1.0,2.0,-0.4974291753694151,-1.2139458639998564,0.5509890987092884,2.029929563625756,-0.8903357650399285
2.0,2.0,2.0,1.0,0.8392480020083513,1.2103349095707385,0.689885129362932,-0.4014114235676847,1.40542389108486
1.0,1.0,1.0,1.0,0.8392480020083513,-0.8676200392040571,0.689885129362932,-0.4014114235676847,0.28371721871118477
0.0,2.0,1.0,2.0,1.3405019435250136,-1.6468531449946056,1.1760212366506848,-0.4014114235676847,0.20519775164502718
1.0,1.0,1.0,1.0,-2.168275647091623,-0.8676200392040571,-1.67134739174901,-1.2118584192988318,-2.071866793273533
0.0,1.0,2.0,1.0,1.173417296352793,1.2969163657696883,0.41209306805564466,1.2194825678946093,1.80736878201876
1.0,2.0,0.0,1.0,0.17090941331946807,0.6908461723770396,-1.1852112844612572,1.2194825678946093,0.4669293085322185
1.0,1.0,2.0,2.0,-0.33034452819719434,-1.5602716887956556,0.9676771906702193,-1.2118584192988318,-0.9015528317636654
1.0,2.0,1.0,2.0,0.6721633548361304,-0.5212942144082578,0.2037490220751792,1.2194825678946093,0.332324507847377
0.0,1.0,1.0,1.0,1.173417296352793,0.6042647161780897,0.2037490220751792,1.2194825678946093,1.403554379964237
2.0,1.0,1.0,1.0,-0.16325988102497352,-0.5212942144082578,0.06485299142153556,-0.4014114235676847,-0.3593946067830556
1.0,1.0,2.0,2.0,-1.3328524112305191,-1.1273644078009066,0.13430100674835738,0.40903557216346226,-1.4848403013979763
0.0,1.0,2.0,1.0,1.173417296352793,-1.4736902325967058,-1.67134739174901,-1.2118584192988318,0.19211117380066825
1.0,0.0,0.0,1.0,0.0038247661472472732,-1.6468531449946056,1.1760212366506848,-1.2118584192988318,-0.7071236752188952
1.0,0.0,1.0,2.0,-2.001190999919402,1.5566607343665377,-1.0463152538076137,-0.4014114235676847,-1.5222305238104323
0.0,0.0,1.0,2.0,0.3379940604916889,-0.08838693341350874,-0.004595023905286278,-0.4014114235676847,0.26128308526371175
1.0,1.0,1.0,1.0,1.5075865906972346,0.08477597898439089,-1.6018993764221883,-0.4014114235676847,1.4035543799642376
1.0,1.0,1.0,1.0,0.3379940604916889,0.1713574351833407,-0.9768672384807918,0.40903557216346226,0.3846708192248154
1.0,0.0,1.0,1.0,-0.9986831168860775,-0.9542014954030069,1.106573221323863,-1.2118584192988318,-1.181979499857084
0.0,0.0,2.0,0.0,-0.6645138225416359,0.51768325997914,0.9676771906702193,-0.4014114235676847,-0.4154799404017395
1.0,2.0,1.0,0.0,-0.33034452819719434,0.8640090847749392,0.41209306805564466,0.40903557216346226,0.04068077303022167
0.0,1.0,2.0,2.0,-1.3328524112305191,-0.434712758209308,-1.4630033457685447,-0.4014114235676847,-1.3053672338181885
0.0,2.0,2.0,2.0,-0.9986831168860775,-1.387108776397756,1.037125205997041,-1.2118584192988318,-1.3128452783006794
0.0,1.0,2.0,0.0,-0.16325988102497352,0.6908461723770396,-1.2546592997880792,-0.4014114235676847,0.13789535130260677
0.0,0.0,1.0,1.0,0.8392480020083513,1.3834978219686382,-0.21293906988575176,-1.2118584192988318,1.4988994471159995
1.0,1.0,1.0,1.0,-1.4999370584027398,1.470079278167588,1.106573221323863,-0.4014114235676847,-0.9931588766741822
1.0,1.0,2.0,1.0,-0.16325988102497352,1.2969163657696883,-1.5324513610953665,1.2194825678946093,0.38654033034543844
1.0,0.0,1.0,1.0,-1.3328524112305191,0.1713574351833407,1.106573221323863,1.2194825678946093,-1.148328299685874
1.0,1.0,2.0,1.0,0.0038247661472472732,1.470079278167588,-0.9074192231539701,-0.4014114235676847,0.638924331629515
1.0,0.0,0.0,1.0,1.6746712378694553,-1.5602716887956556,1.5232613132847939,-1.2118584192988318,0.48936344197969217
1.0,2.0,2.0,1.0,-0.4974291753694151,0.1713574351833407,-0.9768672384807918,1.2194825678946093,-0.3818287402305293
0.0,1.0,1.0,2.0,0.8392480020083513,-0.0018054772145589292,0.8982291753433975,-1.2118584192988318,0.7510949988668828
2.0,1.0,2.0,2.0,-0.8315984697138568,1.6432421905654877,-0.14349105455892994,-0.4014114235676847,-0.21170322825385518
2.0,2.0,1.0,2.0,-0.4974291753694151,-1.6468531449946056,-0.42128311586621725,-0.4014114235676847,-1.049244210292866
2.0,2.0,2.0,1.0,-1.3328524112305191,0.43110180378019014,0.8982291753433975,-0.4014114235676847,-1.0810258993434536
1.0,1.0,2.0,2.0,0.0038247661472472732,-1.3005273201988061,1.7316053592652594,0.40903557216346226,-0.5575627855690717
2.0,1.0,1.0,2.0,-0.4974291753694151,0.6042647161780897,1.106573221323863,1.2194825678946093,-0.22292029497759203
2.0,1.0,0.0,1.0,-0.33034452819719434,0.6042647161780897,-1.0463152538076137,0.40903557216346226,-0.06027282748340894
1.0,2.0,0.0,2.0,-2.5024449414360648,0.6042647161780897,0.7593331446897538,0.40903557216346226,-2.174689904907787
0.0,2.0,1.0,1.0,1.3405019435250136,-0.6944571268061575,1.1760212366506848,-0.4014114235676847,0.7810071767968475
1.0,2.0,2.0,1.0,0.17090941331946807,0.51768325997914,-1.2546592997880792,-0.4014114235676847,0.3884098414660609
1.0,2.0,1.0,1.0,1.006332649180572,-0.7810385830051073,0.06485299142153556,1.2194825678946093,0.463190286290973
0.0,2.0,1.0,1.0,0.6721633548361304,-1.0407829516019567,1.3843652826311503,1.2194825678946093,0.06311490647769535
1.0,1.0,1.0,1.0,0.0038247661472472732,1.5566607343665377,0.34264505272882284,-1.2118584192988318,0.6763145540419714
1.0,1.0,0.0,2.0,-1.1657677640582984,-1.1273644078009066,-0.35183510053939543,-1.2118584192988318,-1.3595830563162492
0.0,1.0,1.0,2.0,0.17090941331946807,-0.0018054772145589292,0.273197037402001,0.40903557216346226,0.15285144026758946
1.0,2.0,1.0,0.0,0.8392480020083513,0.6042647161780897,0.7593331446897538,2.029929563625756,1.0782594449758713
1.0,2.0,1.0,2.0,0.0038247661472472732,-0.6078756706072076,1.1760212366506848,0.40903557216346226,-0.258441006269425
1.0,1.0,0.0,1.0,-0.8315984697138568,0.25793889138229054,1.106573221323863,-1.2118584192988318,-0.6603858972033253
0.0,1.0,1.0,1.0,1.173417296352793,-0.8676200392040571,0.34264505272882284,-0.4014114235676847,0.5454487755983753
0.0,2.0,1.0,1.0,-0.6645138225416359,0.51768325997914,0.2037490220751792,-0.4014114235676847,-0.4154799404017395
0.0,0.0,1.0,2.0,-0.16325988102497352,0.6042647161780897,-1.4630033457685447,1.2194825678946093,0.10237464001077415
1.0,1.0,1.0,2.0,0.17090941331946807,-1.1273644078009066,0.5509890987092884,-0.4014114235676847,-0.35752509566243285
2.0,1.0,0.0,1.0,1.841755885041676,-1.1273644078009066,1.1760212366506848,0.40903557216346226,0.8950473551548377
0.0,0.0,1.0,2.0,0.17090941331946807,0.8640090847749392,-0.9074192231539701,0.40903557216346226,0.545448775598376
2.0,0.0,2.0,1.0,0.0038247661472472732,-0.7810385830051073,-0.8379712078271482,-0.4014114235676847,-0.33322145109433676
1.0,1.0,2.0,1.0,-1.6670217055749608,1.2103349095707385,-0.14349105455892994,-0.4014114235676847,-1.2305867889932771
1.0,1.0,1.0,1.0,0.5050787076639097,-0.3481313020103582,-0.6296271618466828,0.40903557216346226,0.27997819646993927
1.0,0.0,0.0,2.0,1.006332649180572,-0.2615498458114084,-0.2823870852125736,-0.4014114235676847,0.7548340211081283
0.0,1.0,2.0,2.0,0.6721633548361304,1.1237534533717888,-0.35183510053939543,-0.4014114235676847,1.1848215788513705
0.0,1.0,0.0,1.0,-0.6645138225416359,0.9505905409738891,1.106573221323863,0.40903557216346226,-0.265919050751916
1.0,0.0,2.0,1.0,1.3405019435250136,1.1237534533717888,1.037125205997041,-0.4014114235676847,1.8802797157230497
2.0,1.0,1.0,1.0,1.3405019435250136,-1.1273644078009066,-1.0463152538076137,-1.2118584192988318,0.5192756199096569
0.0,2.0,1.0,1.0,-0.16325988102497352,0.1713574351833407,-0.42128311586621725,0.40903557216346226,-0.07522891644839162
1.0,2.0,2.0,0.0,-0.9986831168860775,1.5566607343665377,-1.67134739174901,-1.2118584192988318,-0.42295798488423086
1.0,1.0,0.0,2.0,1.006332649180572,0.7774276285759895,1.1760212366506848,0.40903557216346226,1.3381214907424397
2.0,1.0,2.0,2.0,-0.16325988102497352,-1.7334346011935553,-0.21293906988575176,1.2194825678946093,-0.8566845648687184
1.0,0.0,1.0,1.0,0.8392480020083513,-0.9542014954030069,-0.8379712078271482,-0.4014114235676847,0.23697944069561497
1.0,0.0,1.0,2.0,0.8392480020083513,-1.3005273201988061,0.9676771906702193,0.40903557216346226,0.05002832863333576
2.0,2.0,0.0,1.0,1.173417296352793,1.1237534533717888,-1.1157632691344355,0.40903557216346226,1.70641518150513
0.0,2.0,1.0,1.0,-1.8341063527471815,-0.8676200392040571,-0.35183510053939543,-0.4014114235676847,-1.8101352363863425
0.0,1.0,1.0,1.0,-0.4974291753694151,1.3834978219686382,1.2454692519775066,1.2194825678946093,0.06311490647769535
0.0,1.0,1.0,1.0,0.0038247661472472732,1.470079278167588,-1.324107315114901,-0.4014114235676847,0.638924331629515
1.0,0.0,1.0,1.0,1.006332649180572,-1.3005273201988061,-0.5601791465198609,2.029929563625756,0.17154655147381764
0.0,2.0,1.0,2.0,-0.33034452819719434,-0.2615498458114084,-1.2546592997880792,-0.4014114235676847,-0.39678482919551167
1.0,2.0,2.0,1.0,1.6746712378694553,1.7298236467644375,-0.004595023905286278,-1.2118584192988318,2.620606119489675
0.0,0.0,2.0,1.0,-0.8315984697138568,-0.5212942144082578,1.6621573439384376,-1.2118584192988318,-0.9127698984874022
2.0,1.0,2.0,0.0,0.3379940604916889,-1.6468531449946056,-1.0463152538076137,-1.2118584192988318,-0.4790433185029144
1.0,2.0,0.0,0.0,-1.8341063527471815,1.1237534533717888,-0.6296271618466828,-1.2118584192988318,-1.4231464344174243
1.0,2.0,2.0,1.0,-0.4974291753694151,-1.3005273201988061,-1.3935553304417228,-0.4014114235676847,-0.9221174540905159
0.0,2.0,1.0,1.0,-1.4999370584027398,-0.9542014954030069,1.7316053592652594,-0.4014114235676847,-1.568968301826002
1.0,1.0,1.0,0.0,0.0038247661472472732,-0.7810385830051073,0.8982291753433975,-0.4014114235676847,-0.33322145109433676
1.0,1.0,1.0,1.0,1.006332649180572,-0.6944571268061575,0.06485299142153556,-0.4014114235676847,0.5117975754271652
1.0,0.0,2.0,2.0,1.006332649180572,0.34452034758124034,-0.9074192231539701,1.2194825678946093,1.0950850450614764
1.0,1.0,2.0,1.0,-0.33034452819719434,-1.3005273201988061,1.106573221323863,2.840376559356903,-0.8005992312500344
0.0,0.0,1.0,1.0,-1.6670217055749608,-1.0407829516019567,1.453813297957972,-0.4014114235676847,-1.7166596803552026
2.0,2.0,2.0,2.0,1.173417296352793,-0.6078756706072076,-0.14349105455892994,2.840376559356903,0.696879176368822
1.0,0.0,2.0,0.0,0.3379940604916889,0.25793889138229054,-1.5324513610953665,-1.2118584192988318,0.4258000638785166
1.0,1.0,0.0,1.0,-2.168275647091623,1.5566607343665377,-1.1852112844612572,0.40903557216346226,-1.705442613631466
0.0,0.0,2.0,1.0,-0.6645138225416359,-1.3005273201988061,1.453813297957972,0.40903557216346226,-1.0436356769309976
1.0,0.0,1.0,1.0,0.0038247661472472732,-0.08838693341350874,-1.1157632691344355,-1.2118584192988318,-0.03409967179468975
2.0,2.0,1.0,1.0,2.0088405322138967,-1.6468531449946056,-0.42128311586621725,-1.2118584192988318,0.6613584650769887
0.0,0.0,1.0,2.0,-0.4974291753694151,0.34452034758124034,0.2037490220751792,-1.2118584192988318,-0.3182653621293544
1.0,1.0,0.0,2.0,0.5050787076639097,0.25793889138229054,-1.2546592997880792,0.40903557216346226,0.5809694868902087
0.0,0.0,2.0,2.0,-0.8315984697138568,-1.2139458639998564,-0.004595023905286278,-1.2118584192988318,-1.1371112329621371
1.0,1.0,1.0,1.0,-0.8315984697138568,-1.387108776397756,1.2454692519775066,-1.2118584192988318,-1.193196566580821
1.0,0.0,2.0,1.0,1.841755885041676,0.25793889138229054,-0.35183510053939543,1.2194825678946093,1.8223248709837427
2.0,2.0,1.0,0.0,-0.33034452819719434,-1.1273644078009066,-0.9074192231539701,-0.4014114235676847,-0.733296830907614
2.0,0.0,1.0,1.0,-0.6645138225416359,0.34452034758124034,-0.004595023905286278,0.40903557216346226,-0.47530429626166887
1.0,0.0,2.0,1.0,0.5050787076639097,-0.17496838961245856,0.41209306805564466,-1.2118584192988318,0.36597570801858786
1.0,2.0,2.0,2.0,-0.33034452819719434,-1.4736902325967058,-1.3935553304417228,0.40903557216346226,-0.8679016315924551
2.0,0.0,0.0,2.0,0.6721633548361304,-0.5212942144082578,-0.8379712078271482,-0.4014114235676847,0.332324507847377
2.0,0.0,1.0,1.0,-0.6645138225416359,-0.17496838961245856,1.453813297957972,-1.2118584192988318,-0.6547773638414568
0.0,0.0,2.0,1.0,-0.6645138225416359,0.43110180378019014,0.7593331446897538,0.40903557216346226,-0.4453921183317042
2.0,0.0,1.0,2.0,2.5100944737305593,0.34452034758124034,1.1760212366506848,3.65082355508805,2.508435452252307
0.0,1.0,1.0,2.0,1.006332649180572,-0.5212942144082578,0.7593331446897538,0.40903557216346226,0.6090121536995503
1.0,2.0,2.0,2.0,-0.6645138225416359,-0.9542014954030069,0.689885129362932,-1.2118584192988318,-0.9239869652111391
1.0,0.0,0.0,1.0,0.17090941331946807,1.5566607343665377,-0.35183510053939543,-0.4014114235676847,0.8595266438630044
2.0,1.0,1.0,1.0,-0.8315984697138568,1.1237534533717888,-0.9768672384807918,-0.4014114235676847,-0.3799592291099062
0.0,1.0,2.0,1.0,-0.6645138225416359,-0.6944571268061575,-1.1852112844612572,-0.4014114235676847,-0.834250431421245
1.0,1.0,0.0,1.0,-2.5024449414360648,1.470079278167588,0.8287811600165756,0.40903557216346226,-2.0812143488766472
0.0,2.0,0.0,1.0,0.17090941331946807,-1.387108776397756,0.2037490220751792,-0.4014114235676847,-0.47530429626166887
0.0,2.0,2.0,1.0,0.5050787076639097,-0.6078756706072076,0.2037490220751792,-1.2118584192988318,0.15098192914696637
1.0,2.0,2.0,1.0,-0.33034452819719434,0.9505905409738891,-0.9074192231539701,1.2194825678946093,0.07433197320143187
2.0,0.0,1.0,1.0,-0.16325988102497352,0.34452034758124034,1.037125205997041,0.40903557216346226,-0.00418749386472538
2.0,1.0,1.0,1.0,-0.16325988102497352,0.6042647161780897,-0.0740430392321081,-0.4014114235676847,0.10237464001077415
1.0,2.0,2.0,1.0,1.3405019435250136,-0.0018054772145589292,0.8982291753433975,0.40903557216346226,1.1997776678163532
2.0,2.0,0.0,2.0,-1.4999370584027398,0.43110180378019014,-1.2546592997880792,-1.2118584192988318,-1.2399343445963908
2.0,1.0,1.0,0.0,0.3379940604916889,1.470079278167588,0.8982291753433975,-0.4014114235676847,1.0016094890303369
0.0,0.0,1.0,2.0,0.3379940604916889,0.51768325997914,-0.21293906988575176,1.2194825678946093,0.5491877978396209
1.0,2.0,2.0,2.0,-1.1657677640582984,-0.08838693341350874,-1.0463152538076137,-0.4014114235676847,-1.067939321499094
2.0,1.0,1.0,1.0,-0.9986831168860775,0.7774276285759895,-1.1157632691344355,-0.4014114235676847,-0.6585163860827022
0.0,1.0,1.0,1.0,1.006332649180572,0.08477597898439089,-0.2823870852125736,-1.2118584192988318,0.9492631776528991
1.0,1.0,1.0,2.0,-0.8315984697138568,0.7774276285759895,-0.2823870852125736,-0.4014114235676847,-0.492129896347274
0.0,1.0,1.0,1.0,1.173417296352793,-1.0407829516019567,1.3843652826311503,-1.2118584192988318,0.44449517508474545
1.0,1.0,0.0,1.0,-0.9986831168860775,-0.08838693341350874,-1.0463152538076137,1.2194825678946093,-0.9202479429698932
0.0,1.0,0.0,2.0,0.17090941331946807,1.1237534533717888,0.5509890987092884,-0.4014114235676847,0.6632279761976118
1.0,1.0,1.0,1.0,-0.4974291753694151,0.43110180378019014,-0.0740430392321081,-0.4014114235676847,-0.28648367307876693
1.0,0.0,0.0,0.0,-0.16325988102497352,1.6432421905654877,1.7316053592652594,-1.2118584192988318,0.5286231755127703
2.0,0.0,2.0,1.0,0.5050787076639097,0.6908461723770396,0.6204371140361101,0.40903557216346226,0.7959632657618295
0.0,1.0,2.0,0.0,-1.1657677640582984,-1.387108776397756,-1.2546592997880792,-0.4014114235676847,-1.4324939900205382
0.0,0.0,1.0,1.0,0.17090941331946807,0.6908461723770396,0.34264505272882284,-0.4014114235676847,0.4669293085322185
2.0,0.0,2.0,2.0,0.6721633548361304,1.0371719971728388,-0.7685231925003264,-0.4014114235676847,1.1399533119564238
2.0,1.0,2.0,1.0,0.0038247661472472732,1.0371719971728388,0.48154108338246654,-1.2118584192988318,0.45197321956723646
1.0,2.0,1.0,1.0,0.0038247661472472732,0.25793889138229054,-0.14349105455892994,-1.2118584192988318,0.11546121785513308
1.0,0.0,1.0,0.0,0.17090941331946807,0.6042647161780897,-0.6296271618466828,-0.4014114235676847,0.42766957499913966
0.0,1.0,0.0,1.0,0.3379940604916889,-0.434712758209308,-0.6296271618466828,0.40903557216346226,0.09676610664890556
1.0,1.0,2.0,1.0,-0.4974291753694151,0.08477597898439089,0.2037490220751792,0.40903557216346226,-0.4136104292811164
1.0,0.0,1.0,2.0,-0.33034452819719434,0.25793889138229054,1.7316053592652594,-0.4014114235676847,-0.19487762816825008
1.0,1.0,2.0,2.0,0.0038247661472472732,-1.0407829516019567,0.48154108338246654,-0.4014114235676847,-0.4453921183317039
2.0,2.0,1.0,2.0,-1.4999370584027398,0.34452034758124034,0.06485299142153556,1.2194825678946093,-1.2604989669232414
1.0,2.0,2.0,1.0,-1.8341063527471815,1.5566607343665377,-1.1852112844612572,0.40903557216346226,-1.3390184339893987
0.0,2.0,1.0,1.0,-0.8315984697138568,-0.434712758209308,1.3149172673043283,-0.4014114235676847,-0.8847272316780602
1.0,2.0,1.0,1.0,1.006332649180572,0.7774276285759895,-0.6296271618466828,-1.2118584192988318,1.3381214907424397
0.0,1.0,2.0,1.0,0.8392480020083513,-1.3005273201988061,1.2454692519775066,0.40903557216346226,0.05002832863333576
1.0,1.0,1.0,1.0,1.6746712378694553,1.6432421905654877,-1.2546592997880792,-1.2118584192988318,2.564520785870991
0.0,0.0,0.0,1.0,-0.33034452819719434,1.2969163657696883,-1.740795407075832,1.2194825678946093,0.2089367738862727
